latitude,longitude,postal_fsa,delivery_city,total_sales
43.804081,-79.321474,M1W,Scarborough,1136.63
43.798247,-79.314585,M1W,Scarborough,1440.24
43.799969,-79.316063,M1W,Scarborough,2012.63
43.800081,-79.320302,M1W,Scarborough,1947.07
43.714086,-79.585861,M9W,Etobicoke,1413.97
43.666186,-79.318422,M4L,Toronto,2256.35
43.671490,-79.746784,L6Y,Brampton,1901.65
43.796012,-79.321025,M1W,Scarborough,2190.00
43.713030,-79.585402,M9W,Etobicoke,1851.79
43.665456,-79.746423,L6Y,Brampton,1975.15
43.631491,-79.496445,M8Y,Etobicoke,2934.03
43.664614,-79.740428,L6Y,Brampton,1916.91
43.627631,-79.494050,M8Y,Etobicoke,2665.00
43.708295,-79.639512,L4T,Mississauga,1836.09
43.626540,-79.519675,M8Z,Etobicoke,2746.98
43.596908,-79.643797,L5B,Mississauga,2347.85
43.624730,-79.513748,M8Z,Etobicoke,2304.97
43.669153,-79.740789,L6Y,Brampton,1683.28
43.667830,-79.744586,L6Y,Brampton,1728.17
43.624080,-79.510967,M8Z,Etobicoke,3960.76
43.663097,-79.437315,M6H,Toronto,2064.51
43.709163,-79.589768,M9W,Etobicoke,1485.84
43.800563,-79.323640,M1W,Scarborough,3182.61
43.705294,-79.636276,L4T,Mississauga,2023.61
43.596418,-79.645650,L5B,Mississauga,2140.50
43.656902,-79.432356,M6H,Toronto,1474.97
43.624173,-79.512876,M8Z,Etobicoke,1482.89
43.618143,-79.514192,M8Z,Etobicoke,2031.92
43.589586,-79.637931,L5B,Mississauga,1368.09
43.645619,-79.397080,M5V,Toronto,2149.00
43.664203,-79.743967,L6Y,Brampton,1688.26
43.712569,-79.592983,M9W,Etobicoke,974.20
43.704933,-79.643928,L4T,Mississauga,1671.43
43.670391,-79.742902,L6Y,Brampton,2091.58
43.670663,-79.742025,L6Y,Brampton,2898.28
43.707515,-79.640038,L4T,Mississauga,1722.28
43.630856,-79.498479,M8Y,Etobicoke,1744.31
43.702819,-79.644465,L4T,Mississauga,2634.60
43.666693,-79.318639,M4L,Toronto,2039.51
43.625874,-79.514030,M8Z,Etobicoke,1481.95
43.705083,-79.645001,L4T,Mississauga,2230.37
43.714213,-79.587576,M9W,Etobicoke,2616.58
43.666318,-79.737911,L6Y,Brampton,1536.88
43.648883,-79.394607,M5V,Toronto,1731.12
43.628166,-79.502191,M8Y,Etobicoke,2255.40
43.596225,-79.641453,L5B,Mississauga,1946.52
43.592807,-79.638554,L5B,Mississauga,1596.30
43.648322,-79.397411,M5V,Toronto,2180.39
43.796082,-79.323130,M1W,Scarborough,1864.58
43.595939,-79.639606,L5B,Mississauga,2186.50
43.666200,-79.317615,M4L,Toronto,1469.89
43.663917,-79.745032,L6Y,Brampton,1116.62
43.627869,-79.502565,M8Y,Etobicoke,1351.44
43.622929,-79.516118,M8Z,Etobicoke,1559.17
43.625261,-79.514485,M8Z,Etobicoke,1754.15
43.633583,-79.501822,M8Y,Etobicoke,2001.54
43.643670,-79.398405,M5V,Toronto,1863.18
43.643265,-79.393736,M5V,Toronto,2813.01
43.624672,-79.517508,M8Z,Etobicoke,1497.86
43.643021,-79.397011,M5V,Toronto,1596.88
43.667341,-79.739143,L6Y,Brampton,2054.59
43.665417,-79.746177,L6Y,Brampton,1649.68
43.805180,-79.320060,M1W,Scarborough,1928.89
43.624664,-79.516762,M8Z,Etobicoke,1448.54
43.713572,-79.592804,M9W,Etobicoke,1410.96
43.667808,-79.744442,L6Y,Brampton,3201.71
43.802928,-79.317135,M1W,Scarborough,2777.66
43.596532,-79.637553,L5B,Mississauga,1704.42
43.668765,-79.744694,L6Y,Brampton,898.26
43.625303,-79.517789,M8Z,Etobicoke,2308.41
43.708110,-79.643349,L4T,Mississauga,1364.97
43.663417,-79.434423,M6H,Toronto,2098.40
43.663206,-79.434933,M6H,Toronto,1654.25
43.802452,-79.317399,M1W,Scarborough,2182.46
43.623706,-79.518948,M8Z,Etobicoke,1402.97
43.667483,-79.738777,L6Y,Brampton,1608.34
43.706486,-79.641001,L4T,Mississauga,1863.58
43.665439,-79.739658,L6Y,Brampton,2135.89
43.668541,-79.744835,L6Y,Brampton,1208.15
43.801549,-79.316402,M1W,Scarborough,2422.78
43.667934,-79.741420,L6Y,Brampton,1814.02
43.618078,-79.519219,M8Z,Etobicoke,1858.19
43.706742,-79.641834,L4T,Mississauga,1741.23
43.709821,-79.637921,L4T,Mississauga,1842.00
43.669534,-79.738700,L6Y,Brampton,915.86
43.649259,-79.399660,M5V,Toronto,2102.15
43.666775,-79.741152,L6Y,Brampton,1855.73
43.711740,-79.588213,M9W,Etobicoke,1612.28
43.593524,-79.644455,L5B,Mississauga,2458.58
43.715352,-79.585925,M9W,Etobicoke,2400.37
43.649633,-79.390546,M5V,Toronto,2042.04
43.663232,-79.436809,M6H,Toronto,2010.70
43.663414,-79.740932,L6Y,Brampton,1963.57
43.588721,-79.644980,L5B,Mississauga,2408.24
43.589850,-79.641597,L5B,Mississauga,2066.87
43.626891,-79.518041,M8Z,Etobicoke,1369.10
43.706941,-79.638257,L4T,Mississauga,1524.71
43.619395,-79.516875,M8Z,Etobicoke,1790.64
43.647274,-79.395288,M5V,Toronto,1755.67
43.671646,-79.316561,M4L,Toronto,1861.78
43.671987,-79.324146,M4L,Toronto,1709.76
43.642160,-79.393539,M5V,Toronto,1679.16
43.710742,-79.588910,M9W,Etobicoke,2392.87
43.711915,-79.588969,M9W,Etobicoke,1382.53
43.621535,-79.510484,M8Z,Etobicoke,1415.68
43.619873,-79.514223,M8Z,Etobicoke,2117.72
43.712264,-79.588384,M9W,Etobicoke,1605.15
43.626638,-79.518748,M8Z,Etobicoke,2095.39
43.635179,-79.502336,M8Y,Etobicoke,1560.89
43.708752,-79.643583,L4T,Mississauga,1308.43
43.713155,-79.590896,M9W,Etobicoke,2156.48
43.597675,-79.644776,L5B,Mississauga,2037.64
43.712961,-79.591740,M9W,Etobicoke,1848.58
43.664581,-79.431571,M6H,Toronto,903.25
43.631838,-79.493219,M8Y,Etobicoke,2537.33
43.591714,-79.646208,L5B,Mississauga,1415.89
43.626180,-79.494706,M8Y,Etobicoke,1899.53
43.627070,-79.512835,M8Z,Etobicoke,2389.83
43.667384,-79.321171,M4L,Toronto,2324.35
43.594254,-79.645904,L5B,Mississauga,2419.85
43.657814,-79.432115,M6H,Toronto,2539.75
43.661240,-79.434074,M6H,Toronto,1678.77
43.672303,-79.323887,M4L,Toronto,1578.85
43.668617,-79.740992,L6Y,Brampton,1437.47
43.639964,-79.390912,M5V,Toronto,2325.93
43.663173,-79.318790,M4L,Toronto,1384.59
43.716977,-79.590798,M9W,Etobicoke,1251.08
43.657695,-79.434602,M6H,Toronto,2649.60
43.711341,-79.585526,M9W,Etobicoke,2256.38
43.664234,-79.317741,M4L,Toronto,3006.89
43.710938,-79.585873,M9W,Etobicoke,2828.54
43.666782,-79.745846,L6Y,Brampton,1768.67
43.804183,-79.319884,M1W,Scarborough,826.39
43.646016,-79.393186,M5V,Toronto,1799.01
43.635686,-79.498962,M8Y,Etobicoke,1997.15
43.664952,-79.436450,M6H,Toronto,1596.88
43.668457,-79.321893,M4L,Toronto,2429.32
43.644593,-79.393015,M5V,Toronto,2467.84
43.703776,-79.641109,L4T,Mississauga,1618.47
43.660308,-79.439905,M6H,Toronto,2261.34
43.671977,-79.743310,L6Y,Brampton,1535.40
43.635781,-79.494580,M8Y,Etobicoke,1724.14
43.665261,-79.743401,L6Y,Brampton,2324.43
43.713497,-79.591351,M9W,Etobicoke,1471.35
43.706838,-79.645410,L4T,Mississauga,896.28
43.670852,-79.740677,L6Y,Brampton,2505.05
43.668125,-79.319446,M4L,Toronto,1173.62
43.655027,-79.438990,M6H,Toronto,1394.40
43.668360,-79.321855,M4L,Toronto,1825.93
43.709310,-79.584661,M9W,Etobicoke,2015.44
43.667473,-79.745551,L6Y,Brampton,1890.60
43.658755,-79.431619,M6H,Toronto,1663.34
43.716208,-79.586073,M9W,Etobicoke,1752.59
43.629699,-79.500226,M8Y,Etobicoke,1423.45
43.631925,-79.500568,M8Y,Etobicoke,1073.28
43.707936,-79.643556,L4T,Mississauga,2267.25
43.664027,-79.436152,M6H,Toronto,1542.40
43.665883,-79.742808,L6Y,Brampton,1828.69
43.708421,-79.642661,L4T,Mississauga,2342.32
43.630727,-79.493763,M8Y,Etobicoke,2139.47
43.624348,-79.512226,M8Z,Etobicoke,1337.00
43.801095,-79.317952,M1W,Scarborough,896.66
43.801153,-79.314745,M1W,Scarborough,2426.27
43.660615,-79.437502,M6H,Toronto,1755.27
43.703030,-79.644976,L4T,Mississauga,1324.39
43.664625,-79.741615,L6Y,Brampton,1186.09
43.644805,-79.398981,M5V,Toronto,1985.42
43.670443,-79.316475,M4L,Toronto,1911.12
43.623313,-79.510459,M8Z,Etobicoke,1129.67
43.800048,-79.317255,M1W,Scarborough,1694.79
43.657814,-79.434158,M6H,Toronto,1427.02
43.668454,-79.320548,M4L,Toronto,1974.61
43.625193,-79.516635,M8Z,Etobicoke,1829.75
43.664351,-79.737532,L6Y,Brampton,1883.60
43.670519,-79.742428,L6Y,Brampton,2578.18
43.668253,-79.742118,L6Y,Brampton,3108.77
43.709987,-79.637871,L4T,Mississauga,1498.64
43.631786,-79.500385,M8Y,Etobicoke,2060.10
43.661887,-79.436755,M6H,Toronto,2117.04
43.629818,-79.496699,M8Y,Etobicoke,2400.36
43.671771,-79.316138,M4L,Toronto,1714.14
43.635246,-79.494879,M8Y,Etobicoke,2315.43
43.625407,-79.511379,M8Z,Etobicoke,1647.37
43.667722,-79.742679,L6Y,Brampton,1518.92
43.709941,-79.645236,L4T,Mississauga,1889.24
43.624107,-79.517248,M8Z,Etobicoke,2866.87
43.626571,-79.514206,M8Z,Etobicoke,1747.74
43.705711,-79.642714,L4T,Mississauga,2634.74
43.671304,-79.320058,M4L,Toronto,1772.82
43.701918,-79.643234,L4T,Mississauga,1443.38
43.630360,-79.500163,M8Y,Etobicoke,1983.09
43.664897,-79.321855,M4L,Toronto,1913.62
43.621632,-79.511951,M8Z,Etobicoke,1909.42
43.626527,-79.494439,M8Y,Etobicoke,2813.61
43.626378,-79.493299,M8Y,Etobicoke,2391.35
43.713982,-79.590680,M9W,Etobicoke,1063.12
43.594625,-79.642293,L5B,Mississauga,2976.32
43.672316,-79.324055,M4L,Toronto,2356.39
43.648574,-79.391355,M5V,Toronto,1368.91
43.594693,-79.640930,L5B,Mississauga,2500.13
43.647723,-79.394152,M5V,Toronto,2143.91
43.799551,-79.321205,M1W,Scarborough,1054.21
43.623539,-79.513376,M8Z,Etobicoke,1622.29
43.630497,-79.499785,M8Y,Etobicoke,1178.63
43.713859,-79.588452,M9W,Etobicoke,1750.24
43.666637,-79.745287,L6Y,Brampton,1623.14
43.658816,-79.433203,M6H,Toronto,2487.03
43.662881,-79.431898,M6H,Toronto,2100.56
43.632106,-79.500099,M8Y,Etobicoke,2143.99
43.590333,-79.637224,L5B,Mississauga,1689.01
43.589534,-79.643279,L5B,Mississauga,1872.65
43.664041,-79.740110,L6Y,Brampton,1178.03
43.588803,-79.646839,L5B,Mississauga,2302.35
43.662097,-79.438726,M6H,Toronto,2250.28
43.714442,-79.588357,M9W,Etobicoke,1485.96
43.667411,-79.322638,M4L,Toronto,2046.70
43.716311,-79.591405,M9W,Etobicoke,2684.10
43.705043,-79.644448,L4T,Mississauga,2607.15
43.592309,-79.645684,L5B,Mississauga,2394.19
43.669212,-79.322278,M4L,Toronto,2283.46
43.660593,-79.437231,M6H,Toronto,2164.85
43.648377,-79.398506,M5V,Toronto,1715.35
43.668230,-79.317911,M4L,Toronto,1809.25
43.700119,-79.645928,L4T,Mississauga,1631.39
43.797886,-79.315051,M1W,Scarborough,1883.05
43.627157,-79.498557,M8Y,Etobicoke,1714.74
43.799264,-79.319904,M1W,Scarborough,2046.52
43.626695,-79.515417,M8Z,Etobicoke,2349.11
43.631362,-79.495506,M8Y,Etobicoke,1284.00
43.660155,-79.432225,M6H,Toronto,2098.06
43.664992,-79.737596,L6Y,Brampton,1234.52
43.704932,-79.639587,L4T,Mississauga,2726.63
43.660081,-79.438142,M6H,Toronto,1380.89
43.635562,-79.497563,M8Y,Etobicoke,1193.88
43.709022,-79.638034,L4T,Mississauga,1839.25
43.669333,-79.743031,L6Y,Brampton,944.26
43.594480,-79.639684,L5B,Mississauga,1991.99
43.705028,-79.637388,L4T,Mississauga,2083.67
43.618786,-79.519101,M8Z,Etobicoke,1748.97
43.627194,-79.510717,M8Z,Etobicoke,1354.84
43.595922,-79.637768,L5B,Mississauga,1254.52
43.671156,-79.745825,L6Y,Brampton,2172.51
43.803467,-79.321431,M1W,Scarborough,2568.14
43.671452,-79.322394,M4L,Toronto,839.29
43.714813,-79.591881,M9W,Etobicoke,2308.47
43.805392,-79.319072,M1W,Scarborough,1567.03
43.666055,-79.325805,M4L,Toronto,2217.48
43.633652,-79.497389,M8Y,Etobicoke,1555.25
43.642738,-79.398640,M5V,Toronto,1920.64
43.670322,-79.738287,L6Y,Brampton,1246.47
43.626359,-79.511989,M8Z,Etobicoke,1718.75
43.701280,-79.640001,L4T,Mississauga,2965.37
43.805774,-79.320636,M1W,Scarborough,1922.64
43.667261,-79.323956,M4L,Toronto,1623.86
43.796877,-79.322903,M1W,Scarborough,1818.19
43.712386,-79.586605,M9W,Etobicoke,1856.26
43.663469,-79.317478,M4L,Toronto,2116.63
43.629379,-79.502390,M8Y,Etobicoke,2069.90
43.664233,-79.321868,M4L,Toronto,2813.11
43.802450,-79.319918,M1W,Scarborough,1690.12
43.717494,-79.591414,M9W,Etobicoke,1511.29
43.802704,-79.322501,M1W,Scarborough,1745.76
43.665640,-79.321494,M4L,Toronto,1682.80
43.712579,-79.591329,M9W,Etobicoke,1813.82
43.667112,-79.320841,M4L,Toronto,3067.97
43.666228,-79.743224,L6Y,Brampton,2350.02
43.590422,-79.640496,L5B,Mississauga,2203.03
43.642210,-79.398618,M5V,Toronto,2283.33
43.666823,-79.737067,L6Y,Brampton,1116.74
43.707682,-79.637117,L4T,Mississauga,2014.11
43.710073,-79.593719,M9W,Etobicoke,2213.91
43.621667,-79.516162,M8Z,Etobicoke,2485.71
43.593208,-79.641013,L5B,Mississauga,1592.27
43.667073,-79.745028,L6Y,Brampton,1808.09
43.709976,-79.636064,L4T,Mississauga,3250.59
43.663967,-79.438001,M6H,Toronto,1896.96
43.668952,-79.317329,M4L,Toronto,2099.97
43.672193,-79.316900,M4L,Toronto,1657.46
43.631363,-79.500608,M8Y,Etobicoke,2006.11
43.664821,-79.739839,L6Y,Brampton,1294.66
43.642587,-79.391968,M5V,Toronto,1766.20
43.597810,-79.644264,L5B,Mississauga,1485.24
43.668842,-79.324782,M4L,Toronto,1658.26
43.710637,-79.587527,M9W,Etobicoke,1358.06
43.618022,-79.510467,M8Z,Etobicoke,1663.15
43.659797,-79.432089,M6H,Toronto,2068.91
43.594852,-79.638766,L5B,Mississauga,1986.15
43.627894,-79.494350,M8Y,Etobicoke,1820.79
43.701758,-79.636808,L4T,Mississauga,1451.91
43.628480,-79.496902,M8Y,Etobicoke,1760.78
43.620494,-79.512387,M8Z,Etobicoke,2073.03
43.798858,-79.315004,M1W,Scarborough,1736.26
43.641742,-79.392662,M5V,Toronto,1638.80
43.717639,-79.592877,M9W,Etobicoke,2304.88
43.670547,-79.320255,M4L,Toronto,1714.10
43.717117,-79.586808,M9W,Etobicoke,1956.47
43.667652,-79.737249,L6Y,Brampton,1837.57
43.588606,-79.643420,L5B,Mississauga,1914.10
43.672379,-79.325226,M4L,Toronto,1267.00
43.672093,-79.324203,M4L,Toronto,1823.44
43.593002,-79.642528,L5B,Mississauga,1740.20
43.708494,-79.641388,L4T,Mississauga,2118.01
43.797932,-79.320287,M1W,Scarborough,1679.30
43.645805,-79.398174,M5V,Toronto,2097.85
43.666933,-79.744856,L6Y,Brampton,1452.13
43.710240,-79.586365,M9W,Etobicoke,1502.99
43.705470,-79.638060,L4T,Mississauga,1680.09
43.701903,-79.637739,L4T,Mississauga,1886.28
43.664595,-79.743072,L6Y,Brampton,1456.46
43.668992,-79.317654,M4L,Toronto,1883.17
43.707108,-79.636444,L4T,Mississauga,2488.25
43.628997,-79.497013,M8Y,Etobicoke,2163.75
43.709503,-79.640798,L4T,Mississauga,2409.78
43.662757,-79.437647,M6H,Toronto,1420.00
43.715903,-79.590627,M9W,Etobicoke,2493.81
43.591065,-79.638987,L5B,Mississauga,2089.02
43.662229,-79.437821,M6H,Toronto,2018.49
43.641553,-79.395867,M5V,Toronto,1920.12
43.711127,-79.592857,M9W,Etobicoke,2230.87
43.666418,-79.741692,L6Y,Brampton,1755.16
43.664377,-79.437515,M6H,Toronto,2077.05
43.665974,-79.740257,L6Y,Brampton,2319.60
43.595947,-79.640581,L5B,Mississauga,2080.66
43.634492,-79.496159,M8Y,Etobicoke,1014.61
43.622544,-79.513236,M8Z,Etobicoke,2802.97
43.649635,-79.392054,M5V,Toronto,819.24
43.672829,-79.320297,M4L,Toronto,1166.90
43.589641,-79.639853,L5B,Mississauga,1809.68
43.800960,-79.317629,M1W,Scarborough,1634.27
43.641716,-79.395473,M5V,Toronto,2153.57
43.709542,-79.585746,M9W,Etobicoke,1634.23
43.713434,-79.593712,M9W,Etobicoke,1669.17
43.629182,-79.494590,M8Y,Etobicoke,1911.67
43.656274,-79.432155,M6H,Toronto,2989.64
43.590131,-79.642798,L5B,Mississauga,1199.13
43.713031,-79.592878,M9W,Etobicoke,1637.47
43.624550,-79.520175,M8Z,Etobicoke,1332.28
43.655803,-79.439876,M6H,Toronto,2154.84
43.798539,-79.314426,M1W,Scarborough,2530.72
43.656435,-79.435608,M6H,Toronto,2026.70
43.705367,-79.644089,L4T,Mississauga,1547.91
43.630204,-79.496106,M8Y,Etobicoke,1805.63
43.669260,-79.320374,M4L,Toronto,2290.87
43.640618,-79.394393,M5V,Toronto,1623.89
43.649459,-79.395563,M5V,Toronto,1541.80
43.590559,-79.640883,L5B,Mississauga,2567.95
43.799497,-79.319063,M1W,Scarborough,1905.56
43.590876,-79.643621,L5B,Mississauga,1106.16
43.643994,-79.395791,M5V,Toronto,2101.71
43.669778,-79.319610,M4L,Toronto,2024.91
43.801045,-79.315243,M1W,Scarborough,2022.92
43.703410,-79.643886,L4T,Mississauga,1616.03
43.664103,-79.320258,M4L,Toronto,1747.19
43.664797,-79.433997,M6H,Toronto,1471.35
