order_id,created_at,item_id,quantity,delivery,cust_id,add_id,shift_id
ORD_00013,"2023-02-16 16:15:00",it011,4,N,390,390,sh0002
ORD_00013,"2023-02-16 16:15:00",it023,3,N,390,390,sh0002
ORD_00013,"2023-02-16 16:15:00",it024,2,N,390,390,sh0002
ORD_00014,"2023-02-16 17:06:00",it007,4,N,4,4,sh0002
ORD_00014,"2023-02-16 17:06:00",it020,1,N,4,4,sh0002
ORD_00015,"2023-02-16 18:30:00",it003,3,N,850,850,sh0002
ORD_00015,"2023-02-16 18:30:00",it005,3,N,850,850,sh0002
ORD_00016,"2023-02-16 20:19:00",it028,3,Y,755,755,sh0002
ORD_00017,"2023-02-16 20:23:00",it018,2,Y,995,995,sh0002
ORD_00018,"2023-02-16 20:42:00",it010,3,Y,778,778,sh0002
ORD_00018,"2023-02-16 20:42:00",it014,1,Y,778,778,sh0002
ORD_00018,"2023-02-16 20:42:00",it018,2,Y,778,778,sh0002
ORD_00018,"2023-02-16 20:42:00",it022,2,Y,778,778,sh0002
ORD_00019,"2023-02-16 20:46:00",it011,1,N,215,215,sh0002
ORD_00020,"2023-02-16 21:02:00",it001,4,Y,575,575,sh0002
ORD_00020,"2023-02-16 21:02:00",it015,3,Y,575,575,sh0002
ORD_00020,"2023-02-16 21:02:00",it018,2,Y,575,575,sh0002
ORD_00020,"2023-02-16 21:02:00",it029,3,Y,575,575,sh0002
ORD_00021,"2023-02-16 21:29:00",it009,1,Y,115,115,sh0002
ORD_00021,"2023-02-16 21:29:00",it015,4,Y,115,115,sh0002
ORD_00021,"2023-02-16 21:29:00",it016,4,Y,115,115,sh0002
ORD_00022,"2023-02-16 21:35:00",it009,2,N,763,763,sh0002
ORD_00022,"2023-02-16 21:35:00",it015,4,N,763,763,sh0002
ORD_00022,"2023-02-16 21:35:00",it024,4,N,763,763,sh0002
ORD_00022,"2023-02-16 21:35:00",it026,1,N,763,763,sh0002
ORD_00023,"2023-02-16 22:04:00",it006,1,Y,678,678,sh0002
ORD_00023,"2023-02-16 22:04:00",it007,1,Y,678,678,sh0002
ORD_00023,"2023-02-16 22:04:00",it015,3,Y,678,678,sh0002
ORD_00024,"2023-02-16 22:25:00",it005,3,Y,157,157,sh0002
ORD_00024,"2023-02-16 22:25:00",it017,2,Y,157,157,sh0002
ORD_00024,"2023-02-16 22:25:00",it025,3,Y,157,157,sh0002
ORD_00024,"2023-02-16 22:25:00",it030,2,Y,157,157,sh0002
ORD_00025,"2023-02-16 23:25:00",it003,4,N,100,100,sh0002
ORD_00025,"2023-02-16 23:25:00",it017,3,N,100,100,sh0002
ORD_00025,"2023-02-16 23:25:00",it030,3,N,100,100,sh0002
ORD_00026,"2023-02-17 08:55:00",it006,4,Y,828,828,sh0003
ORD_00027,"2023-02-17 09:17:00",it018,3,N,881,881,sh0003
ORD_00027,"2023-02-17 09:17:00",it032,4,N,881,881,sh0003
ORD_00028,"2023-02-17 10:22:00",it005,1,N,272,272,sh0003
ORD_00028,"2023-02-17 10:22:00",it021,4,N,272,272,sh0003
ORD_00028,"2023-02-17 10:22:00",it030,3,N,272,272,sh0003
ORD_00029,"2023-02-17 10:59:00",it001,4,Y,925,925,sh0003
ORD_00029,"2023-02-17 10:59:00",it017,2,Y,925,925,sh0003
ORD_00029,"2023-02-17 10:59:00",it025,3,Y,925,925,sh0003
ORD_00029,"2023-02-17 10:59:00",it030,2,Y,925,925,sh0003
ORD_00030,"2023-02-17 11:01:00",it014,1,Y,949,949,sh0003
ORD_00030,"2023-02-17 11:01:00",it026,2,Y,949,949,sh0003
ORD_00030,"2023-02-17 11:01:00",it031,1,Y,949,949,sh0003
ORD_00030,"2023-02-17 11:01:00",it032,2,Y,949,949,sh0003
ORD_00031,"2023-02-17 11:51:00",it020,2,N,541,541,sh0003
ORD_00031,"2023-02-17 11:51:00",it026,2,N,541,541,sh0003
ORD_00032,"2023-02-17 12:10:00",it003,2,Y,73,73,sh0003
ORD_00033,"2023-02-17 12:44:00",it016,2,N,430,430,sh0003
ORD_00033,"2023-02-17 12:44:00",it021,4,N,430,430,sh0003
ORD_00034,"2023-02-17 15:58:00",it005,1,N,688,688,sh0003
ORD_00034,"2023-02-17 15:58:00",it008,4,N,688,688,sh0003
ORD_00034,"2023-02-17 15:58:00",it015,4,N,688,688,sh0003
ORD_00034,"2023-02-17 15:58:00",it016,4,N,688,688,sh0003
ORD_00035,"2023-02-17 17:45:00",it009,3,Y,197,197,sh0004
ORD_00035,"2023-02-17 17:45:00",it012,1,Y,197,197,sh0004
ORD_00035,"2023-02-17 17:45:00",it018,4,Y,197,197,sh0004
ORD_00035,"2023-02-17 17:45:00",it028,3,Y,197,197,sh0004
ORD_00036,"2023-02-17 18:32:00",it006,1,Y,965,965,sh0004
ORD_00037,"2023-02-17 18:32:00",it021,3,Y,992,992,sh0004
ORD_00038,"2023-02-17 18:38:00",it004,3,Y,59,59,sh0004
ORD_00038,"2023-02-17 18:38:00",it006,1,Y,59,59,sh0004
ORD_00038,"2023-02-17 18:38:00",it011,1,Y,59,59,sh0004
ORD_00038,"2023-02-17 18:38:00",it012,1,Y,59,59,sh0004
ORD_00039,"2023-02-17 18:42:00",it001,4,Y,347,347,sh0004
ORD_00039,"2023-02-17 18:42:00",it015,4,Y,347,347,sh0004
ORD_00040,"2023-02-17 19:18:00",it005,2,N,10,10,sh0004
ORD_00041,"2023-02-17 19:59:00",it023,2,Y,97,97,sh0004
ORD_00041,"2023-02-17 19:59:00",it027,1,Y,97,97,sh0004
ORD_00041,"2023-02-17 19:59:00",it028,1,Y,97,97,sh0004
ORD_00041,"2023-02-17 19:59:00",it030,1,Y,97,97,sh0004
ORD_00042,"2023-02-17 20:15:00",it004,2,Y,885,885,sh0004
ORD_00043,"2023-02-17 20:17:00",it008,2,Y,71,71,sh0004
ORD_00043,"2023-02-17 20:17:00",it026,2,Y,71,71,sh0004
ORD_00044,"2023-02-17 20:40:00",it010,1,N,293,293,sh0004
ORD_00044,"2023-02-17 20:40:00",it013,1,N,293,293,sh0004
ORD_00044,"2023-02-17 20:40:00",it014,2,N,293,293,sh0004
ORD_00044,"2023-02-17 20:40:00",it019,3,N,293,293,sh0004
ORD_00045,"2023-02-17 21:10:00",it013,2,Y,220,220,sh0004
ORD_00045,"2023-02-17 21:10:00",it016,3,Y,220,220,sh0004
ORD_00045,"2023-02-17 21:10:00",it027,1,Y,220,220,sh0004
ORD_00045,"2023-02-17 21:10:00",it031,4,Y,220,220,sh0004
ORD_00046,"2023-02-17 22:34:00",it016,1,N,413,413,sh0004
ORD_00047,"2023-02-17 23:55:00",it029,3,Y,474,474,sh0004
ORD_00048,"2023-02-18 08:41:00",it028,1,N,183,183,sh0005
ORD_00049,"2023-02-18 10:02:00",it010,2,Y,575,575,sh0005
ORD_00050,"2023-02-18 10:24:00",it005,4,N,219,219,sh0005
ORD_00050,"2023-02-18 10:24:00",it016,2,N,219,219,sh0005
ORD_00050,"2023-02-18 10:24:00",it024,2,N,219,219,sh0005
ORD_00051,"2023-02-18 12:03:00",it013,3,Y,313,313,sh0005
ORD_00052,"2023-02-18 12:34:00",it006,4,N,518,518,sh0005
ORD_00053,"2023-02-18 12:38:00",it028,3,Y,922,922,sh0005
ORD_00054,"2023-02-18 12:48:00",it007,4,Y,962,962,sh0005
ORD_00055,"2023-02-18 12:57:00",it014,4,Y,761,761,sh0005
ORD_00055,"2023-02-18 12:57:00",it017,3,Y,761,761,sh0005
ORD_00055,"2023-02-18 12:57:00",it022,2,Y,761,761,sh0005
ORD_00056,"2023-02-18 13:04:00",it018,1,N,409,409,sh0005
ORD_00057,"2023-02-18 14:37:00",it005,1,Y,2,2,sh0005
ORD_00057,"2023-02-18 14:37:00",it008,3,Y,2,2,sh0005
ORD_00057,"2023-02-18 14:37:00",it021,4,Y,2,2,sh0005
ORD_00057,"2023-02-18 14:37:00",it022,4,Y,2,2,sh0005
ORD_00058,"2023-02-18 14:38:00",it023,4,N,43,43,sh0005
ORD_00059,"2023-02-18 15:30:00",it012,3,Y,1000,1000,sh0005
ORD_00060,"2023-02-18 15:56:00",it025,2,N,354,354,sh0005
ORD_00061,"2023-02-18 15:58:00",it001,2,Y,292,292,sh0005
ORD_00061,"2023-02-18 15:58:00",it007,4,Y,292,292,sh0005
ORD_00061,"2023-02-18 15:58:00",it020,4,Y,292,292,sh0005
ORD_00062,"2023-02-18 17:13:00",it021,4,N,738,738,sh0006
ORD_00062,"2023-02-18 17:13:00",it026,3,N,738,738,sh0006
ORD_00062,"2023-02-18 17:13:00",it027,1,N,738,738,sh0006
ORD_00063,"2023-02-18 18:05:00",it013,4,N,714,714,sh0006
ORD_00063,"2023-02-18 18:05:00",it027,2,N,714,714,sh0006
ORD_00064,"2023-02-18 19:17:00",it011,3,N,799,799,sh0006
ORD_00064,"2023-02-18 19:17:00",it016,3,N,799,799,sh0006
ORD_00065,"2023-02-18 19:35:00",it011,1,Y,790,790,sh0006
ORD_00065,"2023-02-18 19:35:00",it028,4,Y,790,790,sh0006
ORD_00065,"2023-02-18 19:35:00",it029,3,Y,790,790,sh0006
ORD_00066,"2023-02-18 20:08:00",it023,4,Y,216,216,sh0006
ORD_00067,"2023-02-18 20:22:00",it002,2,N,360,360,sh0006
ORD_00067,"2023-02-18 20:22:00",it008,3,N,360,360,sh0006
ORD_00067,"2023-02-18 20:22:00",it017,3,N,360,360,sh0006
ORD_00068,"2023-02-18 22:14:00",it007,4,N,755,755,sh0006
ORD_00068,"2023-02-18 22:14:00",it011,3,N,755,755,sh0006
ORD_00068,"2023-02-18 22:14:00",it016,2,N,755,755,sh0006
ORD_00068,"2023-02-18 22:14:00",it018,3,N,755,755,sh0006
ORD_00069,"2023-02-18 23:05:00",it001,2,N,650,650,sh0006
ORD_00069,"2023-02-18 23:05:00",it003,1,N,650,650,sh0006
ORD_00069,"2023-02-18 23:05:00",it022,1,N,650,650,sh0006
ORD_00070,"2023-02-18 23:11:00",it009,3,Y,559,559,sh0006
ORD_00070,"2023-02-18 23:11:00",it010,4,Y,559,559,sh0006
ORD_00070,"2023-02-18 23:11:00",it028,3,Y,559,559,sh0006
ORD_00071,"2023-02-18 23:37:00",it013,1,Y,392,392,sh0006
ORD_00071,"2023-02-18 23:37:00",it015,1,Y,392,392,sh0006
ORD_00071,"2023-02-18 23:37:00",it023,1,Y,392,392,sh0006
ORD_00071,"2023-02-18 23:37:00",it030,4,Y,392,392,sh0006
ORD_00072,"2023-02-19 09:31:00",it004,3,Y,607,607,sh0007
ORD_00072,"2023-02-19 09:31:00",it009,3,Y,607,607,sh0007
ORD_00072,"2023-02-19 09:31:00",it012,4,Y,607,607,sh0007
ORD_00072,"2023-02-19 09:31:00",it030,3,Y,607,607,sh0007
ORD_00073,"2023-02-19 10:40:00",it003,1,Y,231,231,sh0007
ORD_00074,"2023-02-19 12:30:00",it002,2,Y,773,773,sh0007
ORD_00074,"2023-02-19 12:30:00",it010,2,Y,773,773,sh0007
ORD_00075,"2023-02-19 12:59:00",it005,2,Y,642,642,sh0007
ORD_00075,"2023-02-19 12:59:00",it016,1,Y,642,642,sh0007
ORD_00075,"2023-02-19 12:59:00",it018,3,Y,642,642,sh0007
ORD_00075,"2023-02-19 12:59:00",it019,1,Y,642,642,sh0007
ORD_00076,"2023-02-19 13:03:00",it002,2,N,346,346,sh0007
ORD_00076,"2023-02-19 13:03:00",it006,4,N,346,346,sh0007
ORD_00076,"2023-02-19 13:03:00",it017,4,N,346,346,sh0007
ORD_00076,"2023-02-19 13:03:00",it031,1,N,346,346,sh0007
ORD_00077,"2023-02-19 13:09:00",it006,4,Y,675,675,sh0007
ORD_00077,"2023-02-19 13:09:00",it016,3,Y,675,675,sh0007
ORD_00077,"2023-02-19 13:09:00",it020,1,Y,675,675,sh0007
ORD_00078,"2023-02-19 13:31:00",it014,4,Y,562,562,sh0007
ORD_00078,"2023-02-19 13:31:00",it021,4,Y,562,562,sh0007
ORD_00078,"2023-02-19 13:31:00",it028,2,Y,562,562,sh0007
ORD_00079,"2023-02-19 13:57:00",it021,4,N,267,267,sh0007
ORD_00079,"2023-02-19 13:57:00",it030,3,N,267,267,sh0007
ORD_00080,"2023-02-19 14:01:00",it004,4,N,425,425,sh0007
ORD_00080,"2023-02-19 14:01:00",it014,2,N,425,425,sh0007
ORD_00080,"2023-02-19 14:01:00",it025,2,N,425,425,sh0007
ORD_00080,"2023-02-19 14:01:00",it027,4,N,425,425,sh0007
ORD_00081,"2023-02-19 14:22:00",it003,4,Y,768,768,sh0007
ORD_00081,"2023-02-19 14:22:00",it005,4,Y,768,768,sh0007
ORD_00082,"2023-02-19 14:58:00",it005,2,Y,155,155,sh0007
ORD_00082,"2023-02-19 14:58:00",it014,2,Y,155,155,sh0007
ORD_00083,"2023-02-19 15:04:00",it011,3,Y,498,498,sh0007
ORD_00083,"2023-02-19 15:04:00",it026,1,Y,498,498,sh0007
ORD_00083,"2023-02-19 15:04:00",it030,1,Y,498,498,sh0007
ORD_00084,"2023-02-19 16:02:00",it011,4,N,477,477,sh0008
ORD_00084,"2023-02-19 16:02:00",it031,3,N,477,477,sh0008
ORD_00085,"2023-02-19 16:11:00",it016,1,N,762,762,sh0008
ORD_00085,"2023-02-19 16:11:00",it018,3,N,762,762,sh0008
ORD_00085,"2023-02-19 16:11:00",it032,1,N,762,762,sh0008
ORD_00086,"2023-02-19 16:37:00",it014,2,Y,245,245,sh0008
ORD_00087,"2023-02-19 17:49:00",it009,4,N,344,344,sh0008
ORD_00088,"2023-02-19 19:07:00",it030,1,N,251,251,sh0008
ORD_00089,"2023-02-19 19:19:00",it026,4,Y,942,942,sh0008
ORD_00090,"2023-02-19 20:09:00",it011,3,N,137,137,sh0008
ORD_00090,"2023-02-19 20:09:00",it028,2,N,137,137,sh0008
ORD_00090,"2023-02-19 20:09:00",it029,2,N,137,137,sh0008
ORD_00091,"2023-02-19 20:19:00",it020,3,N,963,963,sh0008
ORD_00091,"2023-02-19 20:19:00",it026,2,N,963,963,sh0008
ORD_00092,"2023-02-19 21:04:00",it010,2,Y,425,425,sh0008
ORD_00092,"2023-02-19 21:04:00",it016,2,Y,425,425,sh0008
ORD_00092,"2023-02-19 21:04:00",it026,3,Y,425,425,sh0008
ORD_00092,"2023-02-19 21:04:00",it032,3,Y,425,425,sh0008
ORD_00093,"2023-02-19 21:40:00",it028,3,Y,672,672,sh0008
ORD_00094,"2023-02-19 22:38:00",it004,2,Y,225,225,sh0008
ORD_00094,"2023-02-19 22:38:00",it008,1,Y,225,225,sh0008
ORD_00094,"2023-02-19 22:38:00",it016,4,Y,225,225,sh0008
ORD_00094,"2023-02-19 22:38:00",it030,3,Y,225,225,sh0008
ORD_00095,"2023-02-19 23:32:00",it015,2,N,772,772,sh0008
ORD_00095,"2023-02-19 23:32:00",it018,2,N,772,772,sh0008
ORD_00095,"2023-02-19 23:32:00",it028,2,N,772,772,sh0008
ORD_00095,"2023-02-19 23:32:00",it032,4,N,772,772,sh0008
ORD_00096,"2023-02-19 23:35:00",it001,1,Y,927,927,sh0008
ORD_00096,"2023-02-19 23:35:00",it020,3,Y,927,927,sh0008
ORD_00096,"2023-02-19 23:35:00",it023,2,Y,927,927,sh0008
ORD_00096,"2023-02-19 23:35:00",it031,4,Y,927,927,sh0008
ORD_00097,"2023-02-20 09:41:00",it015,3,Y,812,812,sh0009
ORD_00097,"2023-02-20 09:41:00",it016,1,Y,812,812,sh0009
ORD_00097,"2023-02-20 09:41:00",it026,1,Y,812,812,sh0009
ORD_00098,"2023-02-20 10:45:00",it006,4,Y,76,76,sh0009
ORD_00098,"2023-02-20 10:45:00",it020,2,Y,76,76,sh0009
ORD_00099,"2023-02-20 11:18:00",it014,2,N,872,872,sh0009
ORD_00099,"2023-02-20 11:18:00",it017,2,N,872,872,sh0009
ORD_00099,"2023-02-20 11:18:00",it022,4,N,872,872,sh0009
ORD_00099,"2023-02-20 11:18:00",it023,1,N,872,872,sh0009
ORD_00100,"2023-02-20 12:26:00",it002,4,N,286,286,sh0009
ORD_00100,"2023-02-20 12:26:00",it022,1,N,286,286,sh0009
ORD_00100,"2023-02-20 12:26:00",it025,1,N,286,286,sh0009
ORD_00100,"2023-02-20 12:26:00",it032,3,N,286,286,sh0009
ORD_00101,"2023-02-20 12:35:00",it005,1,Y,189,189,sh0009
ORD_00101,"2023-02-20 12:35:00",it008,2,Y,189,189,sh0009
ORD_00101,"2023-02-20 12:35:00",it026,1,Y,189,189,sh0009
ORD_00101,"2023-02-20 12:35:00",it032,1,Y,189,189,sh0009
ORD_00102,"2023-02-20 12:55:00",it008,3,N,720,720,sh0009
ORD_00102,"2023-02-20 12:55:00",it015,4,N,720,720,sh0009
ORD_00102,"2023-02-20 12:55:00",it017,2,N,720,720,sh0009
ORD_00103,"2023-02-20 12:59:00",it004,1,Y,726,726,sh0009
ORD_00104,"2023-02-20 13:40:00",it005,3,Y,111,111,sh0009
ORD_00104,"2023-02-20 13:40:00",it013,2,Y,111,111,sh0009
ORD_00104,"2023-02-20 13:40:00",it016,1,Y,111,111,sh0009
ORD_00104,"2023-02-20 13:40:00",it026,4,Y,111,111,sh0009
ORD_00105,"2023-02-20 13:44:00",it012,2,Y,739,739,sh0009
ORD_00106,"2023-02-20 14:34:00",it001,4,Y,304,304,sh0009
ORD_00106,"2023-02-20 14:34:00",it020,1,Y,304,304,sh0009
ORD_00107,"2023-02-20 15:55:00",it018,3,Y,725,725,sh0009
ORD_00107,"2023-02-20 15:55:00",it031,4,Y,725,725,sh0009
ORD_00108,"2023-02-20 16:36:00",it022,1,N,314,314,sh0010
ORD_00108,"2023-02-20 16:36:00",it023,3,N,314,314,sh0010
ORD_00108,"2023-02-20 16:36:00",it028,3,N,314,314,sh0010
ORD_00109,"2023-02-20 18:07:00",it013,4,N,287,287,sh0010
ORD_00110,"2023-02-20 18:09:00",it015,4,Y,255,255,sh0010
ORD_00110,"2023-02-20 18:09:00",it020,2,Y,255,255,sh0010
ORD_00110,"2023-02-20 18:09:00",it025,1,Y,255,255,sh0010
ORD_00110,"2023-02-20 18:09:00",it029,1,Y,255,255,sh0010
ORD_00111,"2023-02-20 18:27:00",it022,1,Y,894,894,sh0010
ORD_00111,"2023-02-20 18:27:00",it029,2,Y,894,894,sh0010
ORD_00111,"2023-02-20 18:27:00",it031,1,Y,894,894,sh0010
ORD_00112,"2023-02-20 20:02:00",it001,1,N,356,356,sh0010
ORD_00112,"2023-02-20 20:02:00",it005,2,N,356,356,sh0010
ORD_00112,"2023-02-20 20:02:00",it022,4,N,356,356,sh0010
ORD_00113,"2023-02-20 20:41:00",it007,2,N,567,567,sh0010
ORD_00113,"2023-02-20 20:41:00",it032,1,N,567,567,sh0010
ORD_00114,"2023-02-20 21:06:00",it016,2,Y,88,88,sh0010
ORD_00114,"2023-02-20 21:06:00",it029,3,Y,88,88,sh0010
ORD_00114,"2023-02-20 21:06:00",it031,1,Y,88,88,sh0010
ORD_00114,"2023-02-20 21:06:00",it032,3,Y,88,88,sh0010
ORD_00115,"2023-02-20 21:26:00",it007,3,Y,197,197,sh0010
ORD_00115,"2023-02-20 21:26:00",it013,3,Y,197,197,sh0010
ORD_00115,"2023-02-20 21:26:00",it018,4,Y,197,197,sh0010
ORD_00115,"2023-02-20 21:26:00",it019,2,Y,197,197,sh0010
ORD_00116,"2023-02-20 21:57:00",it008,2,N,717,717,sh0010
ORD_00116,"2023-02-20 21:57:00",it011,4,N,717,717,sh0010
ORD_00116,"2023-02-20 21:57:00",it020,1,N,717,717,sh0010
ORD_00117,"2023-02-20 22:58:00",it007,2,N,870,870,sh0010
ORD_00117,"2023-02-20 22:58:00",it024,1,N,870,870,sh0010
ORD_00117,"2023-02-20 22:58:00",it028,3,N,870,870,sh0010
ORD_00117,"2023-02-20 22:58:00",it030,4,N,870,870,sh0010
ORD_00118,"2023-02-20 23:01:00",it006,3,N,477,477,sh0010
ORD_00118,"2023-02-20 23:01:00",it016,3,N,477,477,sh0010
ORD_00118,"2023-02-20 23:01:00",it021,3,N,477,477,sh0010
